RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
245076,Cayle Tern,David Linn,Jamie Dunphy,Steph Routh,Thomas Shervey,Loretta Smith
245088,Thomas Shervey,Michael (Mike) Sands,Peggy Sue Owens,Joe Allen,Loretta Smith,Candace Avalos
245113,Jamie Dunphy,Candace Avalos,Steph Routh,,,
245117,Peggy Sue Owens,Joe Allen,Joe Furi,Loretta Smith,Terrence Hayes,David Linn
245118,Deian Salazar,Noah Ernst,Michael (Mike) Sands,Peggy Sue Owens,,
245119,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
245122,Jamie Dunphy,Loretta Smith,,,,
245124,Jamie Dunphy,Candace Avalos,Terrence Hayes,Peggy Sue Owens,Deian Salazar,David Linn
245125,Candace Avalos,Cayle Tern,Timur Ender,,,
245126,Loretta Smith,Terrence Hayes,Candace Avalos,David Linn,Deian Salazar,Timur Ender
245142,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Timur Ender,Noah Ernst
245173,Candace Avalos,Steph Routh,Terrence Hayes,Timur Ender,,
245185,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,
245198,Jamie Dunphy,Joe Allen,Candace Avalos,Timur Ender,,
245199,Loretta Smith,Timur Ender,Terrence Hayes,,,
245202,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
245203,Timur Ender,Steph Routh,Loretta Smith,Terrence Hayes,Jamie Dunphy,
245205,Noah Ernst,Terrence Hayes,David Linn,Joe Allen,Doug Clove,Jamie Dunphy
245209,Candace Avalos,Cayle Tern,David Linn,Joe Furi,Terrence Hayes,Loretta Smith
245212,Timur Ender,,,,,
245214,Steph Routh,Terrence Hayes,Candace Avalos,Timur Ender,Cayle Tern,David Linn
245215,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
245228,Candace Avalos,Doug Clove,Cayle Tern,,,
245238,Doug Clove,Joe Furi,Loretta Smith,,,
245255,Cayle Tern,David Linn,Jamie Dunphy,Steph Routh,Thomas Shervey,Loretta Smith
245267,Loretta Smith,Candace Avalos,Peggy Sue Owens,David Linn,Doug Clove,Deian Salazar
245277,Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh,,
245278,Noah Ernst,Cayle Tern,Doug Clove,,,
245281,Steph Routh,Candace Avalos,Cayle Tern,Jamie Dunphy,,
245283,Terrence Hayes,Loretta Smith,Noah Ernst,,,
245294,,,,,,
245310,Timur Ender,Terrence Hayes,,,,
245335,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,
245337,Jamie Dunphy,Candace Avalos,Timur Ender,Cayle Tern,David Linn,Steph Routh
245340,Steph Routh,Terrence Hayes,Candace Avalos,,,
245347,Candace Avalos,,,,,
245349,Jamie Dunphy,Steph Routh,Loretta Smith,,,
245350,Timur Ender,Doug Clove,Joe Allen,Thomas Shervey,Joe Furi,Peggy Sue Owens
245355,Terrence Hayes,Noah Ernst,Loretta Smith,,,
245371,Loretta Smith,Terrence Hayes,Candace Avalos,Steph Routh,Deian Salazar,Timur Ender
245376,Joe Furi,Noah Ernst,Cayle Tern,Joe Allen,,
245382,Jamie Dunphy,Timur Ender,Candace Avalos,Loretta Smith,Steph Routh,Thomas Shervey
245383,Peggy Sue Owens,Noah Ernst,Michael (Mike) Sands,Steph Routh,Jamie Dunphy,David Linn
245384,Candace Avalos,Steph Routh,Timur Ender,,,
245388,Candace Avalos,Jamie Dunphy,Timur Ender,Terrence Hayes,Steph Routh,Loretta Smith
245393,Steph Routh,Loretta Smith,Noah Ernst,Timur Ender,Jamie Dunphy,Candace Avalos
245403,Loretta Smith,Terrence Hayes,Candace Avalos,,,
245407,,,,,,
245436,Terrence Hayes,,,,,
245437,Joe Allen,Joe Furi,Steph Routh,Noah Ernst,Loretta Smith,Jamie Dunphy
245438,Timur Ender,Candace Avalos,Terrence Hayes,,,
245439,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Timur Ender,Loretta Smith
245461,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
245465,Michael (Mike) Sands,Deian Salazar,Loretta Smith,Thomas Shervey,Terrence Hayes,Steph Routh
245468,Steph Routh,,,,,
245475,Candace Avalos,Jamie Dunphy,Steph Routh,,,
245484,Timur Ender,,,,,
245485,Candace Avalos,,,,,
245487,Terrence Hayes,Michael (Mike) Sands,Noah Ernst,Doug Clove,Thomas Shervey,
245497,Candace Avalos,Timur Ender,Doug Clove,Loretta Smith,,
245501,Noah Ernst,David Linn,Loretta Smith,Terrence Hayes,Michael (Mike) Sands,Steph Routh
245507,Peggy Sue Owens,Joe Allen,Loretta Smith,Noah Ernst,Cayle Tern,Terrence Hayes
245515,Loretta Smith,Terrence Hayes,Candace Avalos,,,
245549,Doug Clove,,,,,
245553,Steph Routh,Noah Ernst,Jamie Dunphy,,,
245569,Candace Avalos,Jamie Dunphy,,,,
245576,Loretta Smith,Joe Allen,Terrence Hayes,Joe Furi,Peggy Sue Owens,
245578,Steph Routh,,,,,
245579,Loretta Smith,Terrence Hayes,Candace Avalos,Cayle Tern,Doug Clove,Deian Salazar
245581,Noah Ernst,,,,,
245583,Timur Ender,Loretta Smith,,,,
245595,Michael (Mike) Sands,Deian Salazar,Joe Allen,Joe Furi,David Linn,Thomas Shervey
245601,Joe Allen,Loretta Smith,Michael (Mike) Sands,Noah Ernst,Steph Routh,Cayle Tern
245611,Peggy Sue Owens,Doug Clove,David Linn,,,
245613,Terrence Hayes,Jamie Dunphy,Thomas Shervey,Steph Routh,Candace Avalos,David Linn
245619,Loretta Smith,Terrence Hayes,Timur Ender,,,
245628,Steph Routh,Cayle Tern,Timur Ender,,,
245654,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
245663,Joe Furi,,,,,
245675,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Loretta Smith,Noah Ernst
245689,Timur Ender,Noah Ernst,,,,
245693,Timur Ender,Terrence Hayes,Candace Avalos,Michael (Mike) Sands,Loretta Smith,David Linn
245695,,,,,,
245731,Candace Avalos,Steph Routh,Timur Ender,,,
245772,Cayle Tern,,,,,
245780,Loretta Smith,Timur Ender,Candace Avalos,Cayle Tern,,
245786,Jamie Dunphy,Steph Routh,Candace Avalos,,,
245788,Loretta Smith,Cayle Tern,Timur Ender,Joe Furi,Joe Allen,David Linn
245791,Cayle Tern,Timur Ender,Candace Avalos,,,
245792,Doug Clove,,,,,
245793,Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Terrence Hayes,Deian Salazar
245802,Jamie Dunphy,Michael (Mike) Sands,David Linn,Joe Allen,Doug Clove,Loretta Smith
245803,Jamie Dunphy,Candace Avalos,Loretta Smith,Steph Routh,,
245817,,,,,,
245823,Loretta Smith,Cayle Tern,Noah Ernst,Doug Clove,Deian Salazar,Peggy Sue Owens
245826,Doug Clove,,,,,
245846,,,,,,
245880,Peggy Sue Owens,Noah Ernst,Loretta Smith,,,
245883,David Linn,Michael (Mike) Sands,Cayle Tern,Noah Ernst,Deian Salazar,Thomas Shervey
245885,Loretta Smith,Peggy Sue Owens,Terrence Hayes,Joe Allen,Deian Salazar,Candace Avalos
245890,Candace Avalos,Steph Routh,David Linn,Jamie Dunphy,Timur Ender,Cayle Tern
245893,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Terrence Hayes,Cayle Tern
245897,Candace Avalos,Noah Ernst,Steph Routh,Jamie Dunphy,,
245906,Peggy Sue Owens,Loretta Smith,Jamie Dunphy,Joe Allen,Joe Furi,Deian Salazar
245909,Thomas Shervey,,,,,
245911,Timur Ender,Candace Avalos,Loretta Smith,,,
245912,Thomas Shervey,Jamie Dunphy,Loretta Smith,Doug Clove,David Linn,Timur Ender
245913,Timur Ender,Michael (Mike) Sands,Candace Avalos,Steph Routh,,
245914,Candace Avalos,Timur Ender,Michael (Mike) Sands,Steph Routh,,
245915,Terrence Hayes,Loretta Smith,Joe Furi,,,
245916,Terrence Hayes,Jamie Dunphy,Candace Avalos,,,
245917,Candace Avalos,Deian Salazar,Loretta Smith,Cayle Tern,Timur Ender,Joe Furi
245918,Candace Avalos,Deian Salazar,Loretta Smith,Cayle Tern,Timur Ender,Joe Furi
245919,Candace Avalos,Michael (Mike) Sands,Jamie Dunphy,Peggy Sue Owens,Thomas Shervey,
245920,Joe Allen,,,,,
245922,Jamie Dunphy,Candace Avalos,Steph Routh,,,
245923,David Linn,Noah Ernst,Peggy Sue Owens,Deian Salazar,Terrence Hayes,Joe Allen
245924,Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,David Linn,Jamie Dunphy
245925,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
245926,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
245929,Joe Allen,Candace Avalos,Joe Furi,Cayle Tern,Peggy Sue Owens,Thomas Shervey
245930,Noah Ernst,,,,,
245931,Candace Avalos,Loretta Smith,Steph Routh,Cayle Tern,Deian Salazar,Terrence Hayes
245936,Jamie Dunphy,David Linn,Candace Avalos,Steph Routh,Timur Ender,Terrence Hayes
245940,Noah Ernst,,,,,
245941,Noah Ernst,,,,,
245984,David Linn,,,,,
245985,Noah Ernst,,,,,
245986,Loretta Smith,Terrence Hayes,Noah Ernst,Candace Avalos,Steph Routh,Timur Ender
245987,Timur Ender,Candace Avalos,Jamie Dunphy,David Linn,Terrence Hayes,Steph Routh
245988,Steph Routh,Joe Allen,Candace Avalos,Peggy Sue Owens,Cayle Tern,Michael (Mike) Sands
245989,Candace Avalos,Cayle Tern,Timur Ender,,,
245990,Loretta Smith,Terrence Hayes,Steph Routh,,,
245991,Terrence Hayes,Candace Avalos,Jamie Dunphy,,,
245994,Loretta Smith,Terrence Hayes,,,,
246006,Steph Routh,Noah Ernst,Terrence Hayes,,,
246007,Candace Avalos,Cayle Tern,Timur Ender,,,
246008,Timur Ender,Candace Avalos,Terrence Hayes,,,
246009,Candace Avalos,Cayle Tern,,,,
246010,Candace Avalos,Cayle Tern,,,,
246011,Write-in-120,Candace Avalos,Steph Routh,Jamie Dunphy,Terrence Hayes,
246012,Terrence Hayes,Loretta Smith,,,,
246017,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Timur Ender,Loretta Smith
246019,Candace Avalos,Cayle Tern,Peggy Sue Owens,,,
246052,Terrence Hayes,Loretta Smith,Steph Routh,Thomas Shervey,Jamie Dunphy,Candace Avalos
246057,Noah Ernst,Loretta Smith,Deian Salazar,Michael (Mike) Sands,Doug Clove,Candace Avalos
246064,Candace Avalos,Loretta Smith,,,,
246085,Candace Avalos,Timur Ender,Steph Routh,,,
246125,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
246126,Loretta Smith,Michael (Mike) Sands,,,,
246129,Candace Avalos,Steph Routh,Terrence Hayes,Timur Ender,Cayle Tern,David Linn
246130,Deian Salazar,Loretta Smith,Noah Ernst,Jamie Dunphy,Joe Allen,Candace Avalos
246133,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
246134,Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
246135,Noah Ernst,,,,,
246136,Noah Ernst,,,,,
246137,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
246138,Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
246140,Loretta Smith,,,,,
246142,Timur Ender,Cayle Tern,Loretta Smith,Candace Avalos,Terrence Hayes,
246143,Jamie Dunphy,,,,,
246145,Jamie Dunphy,Candace Avalos,Terrence Hayes,Steph Routh,Timur Ender,Cayle Tern
246146,Jamie Dunphy,Candace Avalos,Terrence Hayes,Steph Routh,Timur Ender,Cayle Tern
246147,Noah Ernst,Steph Routh,Jamie Dunphy,Cayle Tern,Candace Avalos,Thomas Shervey
246149,Candace Avalos,Timur Ender,Loretta Smith,Steph Routh,,
246151,Steph Routh,Candace Avalos,Jamie Dunphy,Terrence Hayes,David Linn,Deian Salazar
246152,Steph Routh,Candace Avalos,Terrence Hayes,Jamie Dunphy,Deian Salazar,Timur Ender
246153,Candace Avalos,Steph Routh,Jamie Dunphy,,,
246157,Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,Jamie Dunphy,
246160,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246162,Loretta Smith,Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,Terrence Hayes
246163,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Timur Ender,Loretta Smith
246164,Loretta Smith,,,,,
246165,Timur Ender,Joe Allen,Candace Avalos,Noah Ernst,David Linn,Terrence Hayes
246166,Loretta Smith,,,,,
246167,Loretta Smith,,,,,
246168,Jamie Dunphy,Steph Routh,Candace Avalos,,,
246169,Steph Routh,Loretta Smith,Jamie Dunphy,Timur Ender,Terrence Hayes,Candace Avalos
246170,Terrence Hayes,Loretta Smith,Timur Ender,Joe Allen,,
246171,Deian Salazar,Doug Clove,David Linn,Terrence Hayes,,
246172,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,,
246173,Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,Deian Salazar,Jamie Dunphy
246174,Jamie Dunphy,Steph Routh,Candace Avalos,Terrence Hayes,,
246175,Loretta Smith,Peggy Sue Owens,Deian Salazar,Cayle Tern,Jamie Dunphy,Candace Avalos
246176,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith,David Linn
246177,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246196,Jamie Dunphy,Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,Joe Allen
246213,Steph Routh,Jamie Dunphy,Michael (Mike) Sands,Timur Ender,Candace Avalos,Cayle Tern
246214,Loretta Smith,Candace Avalos,Timur Ender,,,
246216,Doug Clove,Loretta Smith,Thomas Shervey,,,
246217,Loretta Smith,Candace Avalos,Timur Ender,Jamie Dunphy,,
246218,Doug Clove,Noah Ernst,Jamie Dunphy,,,
246219,Terrence Hayes,Loretta Smith,Candace Avalos,Cayle Tern,Noah Ernst,Joe Allen
246220,Jamie Dunphy,Steph Routh,Terrence Hayes,Loretta Smith,,
246221,Steph Routh,Timur Ender,David Linn,Candace Avalos,Terrence Hayes,Loretta Smith
246222,Terrence Hayes,Loretta Smith,Candace Avalos,Noah Ernst,Joe Allen,Michael (Mike) Sands
246223,Timur Ender,Terrence Hayes,Michael (Mike) Sands,Cayle Tern,,
246225,Loretta Smith,Terrence Hayes,,,,
246226,Candace Avalos,Steph Routh,Timur Ender,,,
246227,Noah Ernst,,,,,
246228,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246229,Timur Ender,Candace Avalos,Loretta Smith,,,
246231,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246234,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246236,Steph Routh,Timur Ender,Noah Ernst,David Linn,Joe Allen,Candace Avalos
246243,Jamie Dunphy,Candace Avalos,Timur Ender,Cayle Tern,David Linn,
246270,Steph Routh,Jamie Dunphy,Michael (Mike) Sands,Timur Ender,Candace Avalos,Cayle Tern
246295,Deian Salazar,,,,,
246296,Candace Avalos,Loretta Smith,Jamie Dunphy,Steph Routh,,
246315,Terrence Hayes,Steph Routh,Timur Ender,Loretta Smith,Noah Ernst,Candace Avalos
246316,Joe Allen,Peggy Sue Owens,Doug Clove,Thomas Shervey,Jamie Dunphy,Deian Salazar
246318,Loretta Smith,,,,,
246322,Jamie Dunphy,Michael (Mike) Sands,Joe Allen,David Linn,Steph Routh,Timur Ender
246323,Candace Avalos,Steph Routh,,,,
246326,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
246327,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Terrence Hayes,
246328,Steph Routh,Jamie Dunphy,Candace Avalos,Terrence Hayes,Deian Salazar,
246330,Loretta Smith,Timur Ender,,,,
246333,David Linn,,,,,
246335,Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,Jamie Dunphy,
246350,Steph Routh,Loretta Smith,Jamie Dunphy,Candace Avalos,,
246351,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,Loretta Smith
246352,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,
246354,Candace Avalos,Timur Ender,Michael (Mike) Sands,David Linn,Cayle Tern,
246356,Candace Avalos,Cayle Tern,Timur Ender,,,
246357,Candace Avalos,Steph Routh,Loretta Smith,,,
246363,Peggy Sue Owens,Noah Ernst,Timur Ender,Steph Routh,Loretta Smith,Doug Clove
246376,Jamie Dunphy,Terrence Hayes,Cayle Tern,,,
246377,Timur Ender,Noah Ernst,Steph Routh,Jamie Dunphy,Terrence Hayes,Candace Avalos
246379,Loretta Smith,Terrence Hayes,Steph Routh,,,
246380,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,David Linn,Cayle Tern
246382,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
246383,Candace Avalos,Cayle Tern,Steph Routh,Jamie Dunphy,Michael (Mike) Sands,
246386,Loretta Smith,Terrence Hayes,Candace Avalos,Jamie Dunphy,Steph Routh,Cayle Tern
246387,Loretta Smith,Terrence Hayes,Candace Avalos,Jamie Dunphy,Steph Routh,Cayle Tern
246391,Loretta Smith,Timur Ender,,,,
246392,Loretta Smith,Doug Clove,Terrence Hayes,,,
246407,Steph Routh,Jamie Dunphy,Terrence Hayes,Candace Avalos,Thomas Shervey,David Linn
246408,Steph Routh,Doug Clove,Deian Salazar,,,
246410,Doug Clove,Joe Allen,Noah Ernst,,,
246413,Loretta Smith,Joe Allen,Peggy Sue Owens,Michael (Mike) Sands,Jamie Dunphy,Noah Ernst
246415,Joe Allen,Joe Furi,Thomas Shervey,Steph Routh,,
246419,Steph Routh,,,,,
246420,Steph Routh,Terrence Hayes,Candace Avalos,Cayle Tern,Jamie Dunphy,Timur Ender
246459,Loretta Smith,David Linn,Terrence Hayes,Cayle Tern,Candace Avalos,Jamie Dunphy
246462,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Joe Allen,Cayle Tern
246463,Candace Avalos,Thomas Shervey,Timur Ender,,,
246464,Steph Routh,Candace Avalos,Loretta Smith,,,
246465,Steph Routh,Candace Avalos,Loretta Smith,,,
246466,Joe Allen,Joe Furi,Thomas Shervey,Steph Routh,,
246467,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,Steph Routh,David Linn
246470,Candace Avalos,,,,,
246474,Jamie Dunphy,Noah Ernst,,,,
246475,Loretta Smith,Terrence Hayes,,,,
246476,Terrence Hayes,Noah Ernst,Doug Clove,,,
246478,Michael (Mike) Sands,Cayle Tern,Joe Allen,Timur Ender,Jamie Dunphy,Thomas Shervey
246479,Michael (Mike) Sands,Candace Avalos,Timur Ender,Write-in-120,David Linn,
246480,Cayle Tern,Steph Routh,Loretta Smith,Timur Ender,Candace Avalos,Terrence Hayes
246482,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
246484,Loretta Smith,Thomas Shervey,Terrence Hayes,Steph Routh,Jamie Dunphy,Deian Salazar
246485,Noah Ernst,Candace Avalos,Terrence Hayes,David Linn,Timur Ender,
246487,Noah Ernst,Candace Avalos,Jamie Dunphy,Steph Routh,,
246493,Michael (Mike) Sands,Timur Ender,David Linn,,,
246494,Jamie Dunphy,Steph Routh,Noah Ernst,Loretta Smith,,
246495,Jamie Dunphy,Thomas Shervey,Candace Avalos,,,
246497,Loretta Smith,Candace Avalos,,,,
246498,Jamie Dunphy,Thomas Shervey,Candace Avalos,,,
246500,David Linn,,,,,
246502,Timur Ender,Candace Avalos,Terrence Hayes,Loretta Smith,Steph Routh,Cayle Tern
246503,Candace Avalos,David Linn,Cayle Tern,Timur Ender,,
246504,Steph Routh,Candace Avalos,Cayle Tern,Peggy Sue Owens,Deian Salazar,Loretta Smith
246506,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Loretta Smith,Cayle Tern
246507,Steph Routh,,,,,
246510,Noah Ernst,Doug Clove,Thomas Shervey,Terrence Hayes,,
246512,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,,
246540,Noah Ernst,Doug Clove,Thomas Shervey,Terrence Hayes,,
246544,Loretta Smith,Timur Ender,,,,
246545,Noah Ernst,Terrence Hayes,Loretta Smith,,,
246546,Timur Ender,,,,,
246548,Timur Ender,Steph Routh,Loretta Smith,Terrence Hayes,,
246549,Timur Ender,Cayle Tern,Doug Clove,,,
246550,Cayle Tern,Timur Ender,,,,
246553,Loretta Smith,Jamie Dunphy,David Linn,Michael (Mike) Sands,Candace Avalos,Noah Ernst
246554,Loretta Smith,Jamie Dunphy,David Linn,Deian Salazar,Candace Avalos,Noah Ernst
246555,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,
246557,Jamie Dunphy,,,,,
246558,Steph Routh,Jamie Dunphy,Candace Avalos,,,
246570,Peggy Sue Owens,Timur Ender,Noah Ernst,Joe Allen,David Linn,
246572,Loretta Smith,Peggy Sue Owens,,,,
246573,Cayle Tern,Timur Ender,Candace Avalos,Steph Routh,,
246575,Doug Clove,,,,,
246577,Loretta Smith,Terrence Hayes,Peggy Sue Owens,Jamie Dunphy,Doug Clove,Candace Avalos
246578,Candace Avalos,Loretta Smith,David Linn,Cayle Tern,Timur Ender,Michael (Mike) Sands
246580,Noah Ernst,Deian Salazar,Candace Avalos,Jamie Dunphy,Thomas Shervey,Doug Clove
246581,Loretta Smith,Doug Clove,Joe Furi,Michael (Mike) Sands,Candace Avalos,Cayle Tern
246582,Candace Avalos,Steph Routh,,,,
246583,Loretta Smith,Michael (Mike) Sands,David Linn,Thomas Shervey,Terrence Hayes,
246585,Doug Clove,,,,,
246586,Noah Ernst,Terrence Hayes,Candace Avalos,,,
246587,Loretta Smith,,,,,
246588,Noah Ernst,Loretta Smith,Terrence Hayes,Timur Ender,Cayle Tern,David Linn
246589,Jamie Dunphy,,,,,
246590,Steph Routh,Jamie Dunphy,Candace Avalos,,,
246591,Candace Avalos,,,,,
246593,Doug Clove,,,,,
246594,Doug Clove,,,,,
246596,Doug Clove,,,,,
246597,Noah Ernst,Peggy Sue Owens,Doug Clove,Steph Routh,Joe Furi,Joe Allen
246598,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
246599,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
246600,Candace Avalos,Terrence Hayes,Cayle Tern,Doug Clove,Jamie Dunphy,Steph Routh
246601,Doug Clove,Michael (Mike) Sands,Joe Furi,Terrence Hayes,Jamie Dunphy,Timur Ender
246602,Candace Avalos,Jamie Dunphy,Noah Ernst,Timur Ender,Terrence Hayes,Steph Routh
246604,Noah Ernst,Joe Allen,David Linn,Terrence Hayes,Steph Routh,Michael (Mike) Sands
246605,Noah Ernst,,,,,
246606,Timur Ender,Terrence Hayes,Thomas Shervey,Loretta Smith,Jamie Dunphy,Cayle Tern
246607,Loretta Smith,,,,,
246608,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,,
246612,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,Steph Routh,David Linn
246614,Jamie Dunphy,Candace Avalos,Steph Routh,,,
246868,Candace Avalos,Terrence Hayes,Timur Ender,Cayle Tern,Noah Ernst,Loretta Smith
246874,Loretta Smith,Michael (Mike) Sands,Steph Routh,Cayle Tern,Terrence Hayes,Thomas Shervey
246921,Loretta Smith,,,,,
246940,Noah Ernst,,,,,
246973,Noah Ernst,Doug Clove,,,,
247031,Loretta Smith,,,,,
247062,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Joe Allen,Cayle Tern
247099,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,,
247118,Joe Allen,Noah Ernst,,,,
247123,Steph Routh,Candace Avalos,Jamie Dunphy,Joe Allen,Timur Ender,Cayle Tern
247172,Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,David Linn,Cayle Tern
247192,Timur Ender,Steph Routh,Jamie Dunphy,Terrence Hayes,Candace Avalos,
247203,Terrence Hayes,Noah Ernst,Timur Ender,,,
247255,Candace Avalos,Cayle Tern,Steph Routh,Timur Ender,Jamie Dunphy,
247268,Loretta Smith,Candace Avalos,Steph Routh,,,
247270,Candace Avalos,Steph Routh,Thomas Shervey,Timur Ender,David Linn,Deian Salazar
247291,Candace Avalos,Terrence Hayes,Deian Salazar,Steph Routh,Cayle Tern,
247312,Candace Avalos,Steph Routh,Timur Ender,,,
247329,Candace Avalos,Timur Ender,Cayle Tern,Doug Clove,Noah Ernst,Joe Furi
247353,Candace Avalos,Steph Routh,,,,
247421,Joe Allen,,,,,
247434,Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,,
247540,Jamie Dunphy,Loretta Smith,,,,
247590,Candace Avalos,Jamie Dunphy,Steph Routh,,,
247609,Candace Avalos,Jamie Dunphy,Terrence Hayes,Loretta Smith,,
247613,Noah Ernst,,,,,
247632,Jamie Dunphy,Candace Avalos,David Linn,,,
247634,Jamie Dunphy,Candace Avalos,David Linn,,,
247653,Jamie Dunphy,Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,
247684,Jamie Dunphy,Noah Ernst,David Linn,Loretta Smith,Steph Routh,Candace Avalos
247695,David Linn,Deian Salazar,,,,
247698,Candace Avalos,Cayle Tern,Timur Ender,,,
247707,Timur Ender,,,,,
247756,Terrence Hayes,Loretta Smith,,,,
247784,Terrence Hayes,Deian Salazar,Noah Ernst,Cayle Tern,Steph Routh,Jamie Dunphy
247785,Terrence Hayes,Deian Salazar,Noah Ernst,Cayle Tern,Steph Routh,Jamie Dunphy
247786,Timur Ender,Peggy Sue Owens,Candace Avalos,Noah Ernst,Joe Allen,David Linn
247787,Timur Ender,Steph Routh,,,,
247788,Steph Routh,Noah Ernst,Terrence Hayes,Loretta Smith,Michael (Mike) Sands,David Linn
247790,Joe Allen,Joe Furi,Doug Clove,David Linn,Michael (Mike) Sands,Noah Ernst
247791,Peggy Sue Owens,Loretta Smith,Jamie Dunphy,Candace Avalos,,
247792,Steph Routh,,,,,
247794,Candace Avalos,Terrence Hayes,Loretta Smith,Timur Ender,Jamie Dunphy,Steph Routh
247795,Noah Ernst,Loretta Smith,Doug Clove,Steph Routh,Joe Furi,Joe Allen
247801,Jamie Dunphy,,,,,
