Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
Noah Ernst,Steph Routh,Michael (Mike) Sands,Peggy Sue Owens,Candace Avalos,Jamie Dunphy
Noah Ernst,Candace Avalos,Joe Allen,,,
Steph Routh,Candace Avalos,Loretta Smith,,,
Jamie Dunphy,,,,,
Jamie Dunphy,Peggy Sue Owens,,,,
Loretta Smith,Terrence Hayes,,,,
Candace Avalos,Steph Routh,Loretta Smith,David Linn,,
Steph Routh,Timur Ender,Michael (Mike) Sands,Noah Ernst,,
Steph Routh,Candace Avalos,,,,
Candace Avalos,Joe Allen,Loretta Smith,Cayle Tern,Steph Routh,Joe Furi
Loretta Smith,Candace Avalos,David Linn,,,
Steph Routh,Candace Avalos,Write-in-120,,,
Noah Ernst,,,,,
Jamie Dunphy,David Linn,Steph Routh,,,
Loretta Smith,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Peggy Sue Owens
Candace Avalos,,,,,
Candace Avalos,Terrence Hayes,Cayle Tern,,,
Loretta Smith,Terrence Hayes,Noah Ernst,,,
Candace Avalos,Steph Routh,Thomas Shervey,Cayle Tern,,
Noah Ernst,Cayle Tern,Terrence Hayes,Loretta Smith,,
Candace Avalos,,,,,
Loretta Smith,,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Noah Ernst,Loretta Smith,Doug Clove,Joe Allen,Joe Furi,Terrence Hayes
Candace Avalos,Timur Ender,Steph Routh,David Linn,Cayle Tern,Jamie Dunphy
Michael (Mike) Sands,Loretta Smith,Joe Allen,David Linn,Thomas Shervey,Steph Routh
Timur Ender,,,,,
Noah Ernst,Terrence Hayes,Thomas Shervey,Timur Ender,,
Steph Routh,Timur Ender,Candace Avalos,Cayle Tern,Jamie Dunphy,Doug Clove
Jamie Dunphy,Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,Noah Ernst
Steph Routh,Doug Clove,Noah Ernst,Joe Furi,Joe Allen,David Linn
Joe Allen,Noah Ernst,,,,
Terrence Hayes,Noah Ernst,,,,
Noah Ernst,Deian Salazar,Candace Avalos,,,
David Linn,Peggy Sue Owens,Joe Furi,Timur Ender,,
Candace Avalos,Peggy Sue Owens,Cayle Tern,Loretta Smith,Steph Routh,
Cayle Tern,Michael (Mike) Sands,Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos
Terrence Hayes,Noah Ernst,Doug Clove,,,
Candace Avalos,,,,,
Steph Routh,Jamie Dunphy,Terrence Hayes,Noah Ernst,Candace Avalos,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Timur Ender,Candace Avalos,Steph Routh,,,
Terrence Hayes,Steph Routh,Jamie Dunphy,Loretta Smith,David Linn,Noah Ernst
Noah Ernst,,,,,
Joe Allen,Loretta Smith,,,,
Doug Clove,Terrence Hayes,,,,
Cayle Tern,,,,,
Doug Clove,Joe Furi,Deian Salazar,Terrence Hayes,Peggy Sue Owens,
Terrence Hayes,,,,,
Joe Allen,,,,,
Candace Avalos,Timur Ender,Steph Routh,Loretta Smith,Cayle Tern,David Linn
Candace Avalos,Cayle Tern,Timur Ender,,,
Timur Ender,Joe Allen,Candace Avalos,Cayle Tern,David Linn,Steph Routh
Terrence Hayes,Joe Allen,Jamie Dunphy,Steph Routh,Thomas Shervey,Cayle Tern
Loretta Smith,Steph Routh,Noah Ernst,Timur Ender,Jamie Dunphy,Terrence Hayes
Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,Jamie Dunphy,David Linn
Joe Allen,Cayle Tern,,,,
Noah Ernst,Doug Clove,Joe Allen,Timur Ender,Thomas Shervey,Terrence Hayes
Terrence Hayes,Noah Ernst,Doug Clove,,,
Loretta Smith,Candace Avalos,Peggy Sue Owens,Michael (Mike) Sands,David Linn,Noah Ernst
Doug Clove,,,,,
Loretta Smith,Steph Routh,Candace Avalos,Timur Ender,,
Noah Ernst,Joe Furi,Deian Salazar,Thomas Shervey,,
Terrence Hayes,Jamie Dunphy,Noah Ernst,,,
Timur Ender,Jamie Dunphy,Terrence Hayes,Candace Avalos,Cayle Tern,Steph Routh
Terrence Hayes,Steph Routh,Candace Avalos,,,
Timur Ender,Loretta Smith,Candace Avalos,Joe Furi,Terrence Hayes,Steph Routh
Terrence Hayes,Loretta Smith,Timur Ender,Noah Ernst,Candace Avalos,Steph Routh
Candace Avalos,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Deian Salazar
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Jamie Dunphy,,,,,
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Steph Routh,Loretta Smith,Jamie Dunphy,,,
Noah Ernst,Doug Clove,Terrence Hayes,,,
Jamie Dunphy,Michael (Mike) Sands,Timur Ender,Candace Avalos,Steph Routh,Cayle Tern
Loretta Smith,Terrence Hayes,Cayle Tern,Doug Clove,Candace Avalos,Noah Ernst
Noah Ernst,Jamie Dunphy,Steph Routh,,,
Steph Routh,Doug Clove,Peggy Sue Owens,,,
Steph Routh,Loretta Smith,Doug Clove,Timur Ender,,
Loretta Smith,Peggy Sue Owens,Michael (Mike) Sands,Terrence Hayes,Noah Ernst,Timur Ender
Terrence Hayes,Deian Salazar,Loretta Smith,Doug Clove,Steph Routh,
Candace Avalos,Steph Routh,,,,
Loretta Smith,Doug Clove,Deian Salazar,Steph Routh,Jamie Dunphy,Candace Avalos
Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Loretta Smith,Noah Ernst
Noah Ernst,,,,,
Steph Routh,Candace Avalos,Timur Ender,,,
Terrence Hayes,Loretta Smith,Noah Ernst,Doug Clove,,
Terrence Hayes,Doug Clove,Candace Avalos,Joe Allen,Noah Ernst,Timur Ender
Jamie Dunphy,,,,,
Cayle Tern,Thomas Shervey,Steph Routh,Jamie Dunphy,Peggy Sue Owens,Noah Ernst
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,Loretta Smith
Steph Routh,Candace Avalos,Michael (Mike) Sands,David Linn,Loretta Smith,
Steph Routh,,,,,
Candace Avalos,Steph Routh,Noah Ernst,,,
Michael (Mike) Sands,David Linn,Noah Ernst,Doug Clove,Jamie Dunphy,Thomas Shervey
Candace Avalos,Cayle Tern,Loretta Smith,Terrence Hayes,Deian Salazar,
Doug Clove,Terrence Hayes,Steph Routh,,,
Steph Routh,,,,,
David Linn,Peggy Sue Owens,,,,
Noah Ernst,Candace Avalos,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Noah Ernst,Timur Ender,Joe Allen,Cayle Tern,Doug Clove,Loretta Smith
Peggy Sue Owens,Candace Avalos,Cayle Tern,Loretta Smith,Joe Allen,Steph Routh
Steph Routh,Jamie Dunphy,Candace Avalos,,,
Timur Ender,Loretta Smith,Terrence Hayes,Steph Routh,,
Candace Avalos,Cayle Tern,Doug Clove,,,
Timur Ender,Loretta Smith,Candace Avalos,Jamie Dunphy,Steph Routh,Terrence Hayes
Jamie Dunphy,Steph Routh,Timur Ender,,,
Jamie Dunphy,Steph Routh,Candace Avalos,Noah Ernst,David Linn,Loretta Smith
Loretta Smith,Steph Routh,,,,
Loretta Smith,Timur Ender,Noah Ernst,,,
Deian Salazar,Steph Routh,Candace Avalos,Joe Furi,Timur Ender,Terrence Hayes
Candace Avalos,Steph Routh,Loretta Smith,,,
Candace Avalos,Deian Salazar,Terrence Hayes,Loretta Smith,Michael (Mike) Sands,David Linn
Loretta Smith,Steph Routh,Candace Avalos,David Linn,,
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Noah Ernst,,,,,
Loretta Smith,Steph Routh,Timur Ender,Terrence Hayes,,
Steph Routh,Timur Ender,Cayle Tern,,,
Loretta Smith,,,,,
Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,Timur Ender,Terrence Hayes
Timur Ender,Steph Routh,Jamie Dunphy,,,
Candace Avalos,Terrence Hayes,Cayle Tern,Jamie Dunphy,David Linn,Steph Routh
Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
Deian Salazar,Timur Ender,Terrence Hayes,,,
Candace Avalos,Terrence Hayes,Steph Routh,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Steph Routh,Terrence Hayes,Candace Avalos,Loretta Smith,Timur Ender,
Candace Avalos,,,,,
Doug Clove,Loretta Smith,Jamie Dunphy,Michael (Mike) Sands,Cayle Tern,Candace Avalos
Candace Avalos,Jamie Dunphy,David Linn,Cayle Tern,Steph Routh,Terrence Hayes
Candace Avalos,Timur Ender,Cayle Tern,Jamie Dunphy,Michael (Mike) Sands,Loretta Smith
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Michael (Mike) Sands,Candace Avalos,Timur Ender,Steph Routh,,
Timur Ender,Candace Avalos,,,,
Thomas Shervey,,,,,
Timur Ender,,,,,
Terrence Hayes,Candace Avalos,Loretta Smith,Timur Ender,David Linn,Jamie Dunphy
Steph Routh,Loretta Smith,Candace Avalos,Terrence Hayes,David Linn,Timur Ender
Terrence Hayes,Loretta Smith,,,,
Jamie Dunphy,Terrence Hayes,Steph Routh,Noah Ernst,Doug Clove,
Doug Clove,,,,,
Noah Ernst,David Linn,Loretta Smith,,,
Candace Avalos,Steph Routh,Timur Ender,,,
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Loretta Smith,Jamie Dunphy,Steph Routh,Candace Avalos,Cayle Tern,
Peggy Sue Owens,,,,,
Steph Routh,Jamie Dunphy,Candace Avalos,,,
Candace Avalos,Terrence Hayes,,,,
Loretta Smith,Terrence Hayes,Noah Ernst,,,
Noah Ernst,Steph Routh,Doug Clove,Loretta Smith,,
Terrence Hayes,Noah Ernst,Doug Clove,,,
Peggy Sue Owens,David Linn,Thomas Shervey,Steph Routh,,
Noah Ernst,Deian Salazar,,,,
Jamie Dunphy,,,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,
Candace Avalos,,,,,
Loretta Smith,Noah Ernst,,,,
Candace Avalos,Doug Clove,Jamie Dunphy,Timur Ender,Noah Ernst,Terrence Hayes
Jamie Dunphy,,,,,
Jamie Dunphy,David Linn,,,,
Candace Avalos,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn,Steph Routh
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Deian Salazar
Noah Ernst,,,,,
Noah Ernst,,,,,
Terrence Hayes,Loretta Smith,Joe Furi,Cayle Tern,David Linn,Joe Allen
Candace Avalos,Cayle Tern,Timur Ender,,,
Timur Ender,Noah Ernst,Peggy Sue Owens,Terrence Hayes,Loretta Smith,Joe Allen
David Linn,Deian Salazar,Steph Routh,Loretta Smith,Terrence Hayes,Jamie Dunphy
Michael (Mike) Sands,,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Jamie Dunphy,,,,,
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Candace Avalos,Steph Routh,Jamie Dunphy,,,
Timur Ender,David Linn,Loretta Smith,Candace Avalos,,
Terrence Hayes,Deian Salazar,,,,
Jamie Dunphy,Thomas Shervey,Steph Routh,Candace Avalos,Cayle Tern,David Linn
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Noah Ernst
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,David Linn,Cayle Tern
Timur Ender,Peggy Sue Owens,Loretta Smith,Noah Ernst,Joe Allen,Michael (Mike) Sands
Noah Ernst,Peggy Sue Owens,David Linn,Deian Salazar,,
Candace Avalos,Timur Ender,Cayle Tern,Loretta Smith,Steph Routh,Terrence Hayes
Peggy Sue Owens,Noah Ernst,Michael (Mike) Sands,Terrence Hayes,Joe Allen,Loretta Smith
Michael (Mike) Sands,Timur Ender,David Linn,Candace Avalos,Doug Clove,Loretta Smith
Loretta Smith,,,,,
Candace Avalos,Timur Ender,Steph Routh,Doug Clove,Michael (Mike) Sands,Joe Allen
Peggy Sue Owens,Joe Furi,,,,
Michael (Mike) Sands,Loretta Smith,Steph Routh,,,
Jamie Dunphy,Steph Routh,,,,
Loretta Smith,Terrence Hayes,Steph Routh,,,
Noah Ernst,Doug Clove,Joe Allen,,,
Candace Avalos,Deian Salazar,Peggy Sue Owens,Loretta Smith,Noah Ernst,Terrence Hayes
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Timur Ender,Candace Avalos,Cayle Tern,Joe Furi,David Linn,Steph Routh
Cayle Tern,Candace Avalos,Timur Ender,,,
Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,Jamie Dunphy,
Michael (Mike) Sands,,,,,
Loretta Smith,Jamie Dunphy,Michael (Mike) Sands,,,
Michael (Mike) Sands,Timur Ender,Noah Ernst,Joe Allen,David Linn,
Loretta Smith,Noah Ernst,Joe Allen,,,
Loretta Smith,,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Cayle Tern
Candace Avalos,Terrence Hayes,Thomas Shervey,Timur Ender,,
Noah Ernst,,,,,
Deian Salazar,,,,,
Loretta Smith,Terrence Hayes,Noah Ernst,,,
Doug Clove,Terrence Hayes,Jamie Dunphy,Steph Routh,Deian Salazar,Joe Allen
Candace Avalos,Terrence Hayes,Timur Ender,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Steph Routh,Candace Avalos,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Candace Avalos,,,,,
Loretta Smith,Steph Routh,Jamie Dunphy,Terrence Hayes,Timur Ender,Joe Allen
Terrence Hayes,,,,,
Loretta Smith,Cayle Tern,Timur Ender,Candace Avalos,,
Loretta Smith,Noah Ernst,Joe Allen,Terrence Hayes,Doug Clove,Jamie Dunphy
Candace Avalos,Steph Routh,Jamie Dunphy,Cayle Tern,,
Loretta Smith,Terrence Hayes,Steph Routh,David Linn,Noah Ernst,Jamie Dunphy
,,,,,
David Linn,Michael (Mike) Sands,Timur Ender,Deian Salazar,Doug Clove,Noah Ernst
Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Joe Allen,Peggy Sue Owens,Loretta Smith,Cayle Tern,Jamie Dunphy,Noah Ernst
Candace Avalos,Timur Ender,Loretta Smith,Terrence Hayes,Steph Routh,
Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,,
Terrence Hayes,Loretta Smith,,,,
Jamie Dunphy,Terrence Hayes,Noah Ernst,Joe Allen,Deian Salazar,Doug Clove
Noah Ernst,Terrence Hayes,Joe Furi,Loretta Smith,Doug Clove,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Loretta Smith,Timur Ender,Michael (Mike) Sands,Candace Avalos,Doug Clove,Jamie Dunphy
Jamie Dunphy,Candace Avalos,Loretta Smith,Steph Routh,Terrence Hayes,David Linn
David Linn,Loretta Smith,Steph Routh,Jamie Dunphy,Terrence Hayes,Doug Clove
Timur Ender,Candace Avalos,Jamie Dunphy,Cayle Tern,Steph Routh,Michael (Mike) Sands
Peggy Sue Owens,,,,,
Candace Avalos,Timur Ender,,,,
Candace Avalos,Timur Ender,,,,
Candace Avalos,Terrence Hayes,,,,
Michael (Mike) Sands,Joe Furi,Cayle Tern,Doug Clove,Noah Ernst,Terrence Hayes
Steph Routh,Peggy Sue Owens,Doug Clove,Loretta Smith,,
Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,,
Noah Ernst,Joe Furi,Michael (Mike) Sands,Steph Routh,Joe Allen,David Linn
Noah Ernst,Terrence Hayes,Loretta Smith,Doug Clove,,
Timur Ender,Steph Routh,Candace Avalos,,,
Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,,
Loretta Smith,,,,,
Terrence Hayes,David Linn,Doug Clove,Michael (Mike) Sands,Jamie Dunphy,Thomas Shervey
Noah Ernst,Loretta Smith,,,,
Doug Clove,Noah Ernst,Thomas Shervey,Joe Allen,Loretta Smith,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Loretta Smith,Thomas Shervey,Steph Routh,Cayle Tern,,
Timur Ender,Joe Allen,Thomas Shervey,David Linn,,
Steph Routh,Candace Avalos,Noah Ernst,Jamie Dunphy,,
Candace Avalos,Timur Ender,Steph Routh,,,
Peggy Sue Owens,Candace Avalos,Loretta Smith,Jamie Dunphy,David Linn,Deian Salazar
Candace Avalos,,,,,
Joe Furi,Doug Clove,Noah Ernst,,,
Steph Routh,Timur Ender,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Loretta Smith,Peggy Sue Owens
Candace Avalos,,,,,
Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Terrence Hayes,Jamie Dunphy,Steph Routh,,,
David Linn,Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Cayle Tern
Peggy Sue Owens,Michael (Mike) Sands,David Linn,Timur Ender,Joe Allen,Candace Avalos
Michael (Mike) Sands,Candace Avalos,Jamie Dunphy,Steph Routh,,
Candace Avalos,Loretta Smith,Terrence Hayes,Timur Ender,,
Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Candace Avalos,Cayle Tern
Timur Ender,Loretta Smith,Doug Clove,,,
Steph Routh,Jamie Dunphy,Loretta Smith,Terrence Hayes,Deian Salazar,Candace Avalos
Jamie Dunphy,Noah Ernst,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Noah Ernst,Doug Clove,Terrence Hayes,,,
Deian Salazar,Loretta Smith,Candace Avalos,Peggy Sue Owens,Terrence Hayes,Cayle Tern
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Thomas Shervey,David Linn
Terrence Hayes,Candace Avalos,Michael (Mike) Sands,Jamie Dunphy,David Linn,
Cayle Tern,Timur Ender,Deian Salazar,Jamie Dunphy,Loretta Smith,Candace Avalos
Timur Ender,,,,,
Noah Ernst,,,,,
Loretta Smith,Terrence Hayes,Michael (Mike) Sands,Peggy Sue Owens,David Linn,Steph Routh
Timur Ender,Noah Ernst,Thomas Shervey,Terrence Hayes,Steph Routh,Joe Furi
Terrence Hayes,Steph Routh,Candace Avalos,,,
David Linn,Steph Routh,Timur Ender,Peggy Sue Owens,Doug Clove,Joe Furi
,,,,,
Loretta Smith,Terrence Hayes,Steph Routh,,,
Peggy Sue Owens,Doug Clove,,,,
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,,
Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,Noah Ernst,David Linn
Timur Ender,,,,,
Cayle Tern,David Linn,Jamie Dunphy,Steph Routh,Thomas Shervey,Loretta Smith
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Noah Ernst,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,David Linn
Noah Ernst,Doug Clove,Deian Salazar,,,
Noah Ernst,,,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Terrence Hayes,
Doug Clove,,,,,
Terrence Hayes,Noah Ernst,Doug Clove,,,
Candace Avalos,Loretta Smith,Thomas Shervey,Cayle Tern,Jamie Dunphy,Steph Routh
Noah Ernst,Doug Clove,Loretta Smith,Terrence Hayes,,
Doug Clove,Loretta Smith,Timur Ender,David Linn,Terrence Hayes,Michael (Mike) Sands
Noah Ernst,,,,,
Loretta Smith,Terrence Hayes,Candace Avalos,Joe Allen,Cayle Tern,Peggy Sue Owens
Loretta Smith,Noah Ernst,Steph Routh,Timur Ender,Jamie Dunphy,Doug Clove
Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,,
Terrence Hayes,,,,,
Deian Salazar,Steph Routh,,,,
Noah Ernst,Doug Clove,Loretta Smith,Deian Salazar,,
Candace Avalos,Noah Ernst,Loretta Smith,Cayle Tern,Steph Routh,Terrence Hayes
Deian Salazar,,,,,
Noah Ernst,Doug Clove,Joe Allen,,,
Steph Routh,Loretta Smith,Timur Ender,Candace Avalos,Deian Salazar,Jamie Dunphy
Loretta Smith,Terrence Hayes,Noah Ernst,David Linn,Steph Routh,Timur Ender
Timur Ender,Jamie Dunphy,Terrence Hayes,Steph Routh,David Linn,
Steph Routh,Timur Ender,,,,
Candace Avalos,Cayle Tern,,,,
Noah Ernst,,,,,
Noah Ernst,,,,,
Loretta Smith,Steph Routh,Terrence Hayes,,,
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,,
Loretta Smith,Terrence Hayes,Candace Avalos,David Linn,,
Candace Avalos,,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Candace Avalos,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,Jamie Dunphy,Timur Ender
Joe Allen,David Linn,Doug Clove,Joe Furi,Michael (Mike) Sands,Terrence Hayes
Steph Routh,Candace Avalos,Cayle Tern,Timur Ender,David Linn,Noah Ernst
Jamie Dunphy,Loretta Smith,Steph Routh,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Timur Ender,Candace Avalos,Terrence Hayes,Joe Furi,Cayle Tern,Deian Salazar
Doug Clove,Jamie Dunphy,Noah Ernst,David Linn,Joe Furi,Timur Ender
Terrence Hayes,Loretta Smith,Deian Salazar,Doug Clove,,
David Linn,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,Jamie Dunphy,Steph Routh
Candace Avalos,Deian Salazar,Loretta Smith,,,
Timur Ender,Candace Avalos,Terrence Hayes,Steph Routh,Cayle Tern,Loretta Smith
Deian Salazar,Doug Clove,Noah Ernst,Thomas Shervey,Terrence Hayes,
Candace Avalos,Cayle Tern,Timur Ender,,,
Doug Clove,Michael (Mike) Sands,Deian Salazar,Thomas Shervey,,
Cayle Tern,Timur Ender,Candace Avalos,Jamie Dunphy,,
Terrence Hayes,,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Terrence Hayes,Timur Ender,,,,
Terrence Hayes,Timur Ender,Cayle Tern,Steph Routh,David Linn,Candace Avalos
Jamie Dunphy,Steph Routh,Timur Ender,Candace Avalos,,
Jamie Dunphy,,,,,
Jamie Dunphy,Noah Ernst,Joe Furi,Thomas Shervey,Terrence Hayes,Doug Clove
Deian Salazar,Jamie Dunphy,,,,
Deian Salazar,Doug Clove,Joe Allen,Noah Ernst,,
Steph Routh,Noah Ernst,Candace Avalos,Timur Ender,Loretta Smith,Cayle Tern
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Joe Allen,Terrence Hayes,,,,
Timur Ender,Candace Avalos,Steph Routh,Terrence Hayes,Loretta Smith,Doug Clove
Steph Routh,,,,,
Terrence Hayes,Loretta Smith,Steph Routh,,,
David Linn,Noah Ernst,Timur Ender,Joe Allen,,
Terrence Hayes,Noah Ernst,Candace Avalos,Loretta Smith,Steph Routh,Peggy Sue Owens
Deian Salazar,Noah Ernst,Doug Clove,Terrence Hayes,Loretta Smith,Jamie Dunphy
Loretta Smith,Candace Avalos,Steph Routh,Jamie Dunphy,Terrence Hayes,
,,,,,
David Linn,Michael (Mike) Sands,Thomas Shervey,Steph Routh,Jamie Dunphy,Noah Ernst
Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Noah Ernst,Loretta Smith
Timur Ender,Doug Clove,Michael (Mike) Sands,Joe Allen,,
Loretta Smith,,,,,
Timur Ender,Candace Avalos,Cayle Tern,Jamie Dunphy,David Linn,Steph Routh
Jamie Dunphy,Steph Routh,Loretta Smith,,,
Timur Ender,,,,,
Doug Clove,Timur Ender,Loretta Smith,Terrence Hayes,,
Terrence Hayes,Jamie Dunphy,Steph Routh,,,
Timur Ender,Steph Routh,Jamie Dunphy,,,
Loretta Smith,Joe Allen,Terrence Hayes,,,
Terrence Hayes,Loretta Smith,Joe Furi,Doug Clove,,
Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,David Linn,
Noah Ernst,Loretta Smith,Steph Routh,,,
Noah Ernst,Terrence Hayes,Cayle Tern,,,
Noah Ernst,Jamie Dunphy,Terrence Hayes,Steph Routh,Candace Avalos,
Candace Avalos,Noah Ernst,,,,
Loretta Smith,,,,,
Loretta Smith,,,,,
Loretta Smith,Joe Allen,Cayle Tern,Terrence Hayes,Jamie Dunphy,Michael (Mike) Sands
Candace Avalos,Jamie Dunphy,Steph Routh,Loretta Smith,Timur Ender,
Timur Ender,Cayle Tern,Candace Avalos,Michael (Mike) Sands,Jamie Dunphy,Steph Routh
Peggy Sue Owens,Noah Ernst,Timur Ender,,,
Steph Routh,Jamie Dunphy,Candace Avalos,,,
Steph Routh,Loretta Smith,Deian Salazar,Terrence Hayes,Candace Avalos,
Timur Ender,Candace Avalos,,,,
Loretta Smith,Deian Salazar,Timur Ender,Noah Ernst,,
Joe Allen,,,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
Peggy Sue Owens,Candace Avalos,Cayle Tern,,,
Peggy Sue Owens,Candace Avalos,Deian Salazar,David Linn,Jamie Dunphy,Thomas Shervey
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Cayle Tern,David Linn,Steph Routh,Jamie Dunphy,Timur Ender,Candace Avalos
Peggy Sue Owens,Loretta Smith,Steph Routh,David Linn,Candace Avalos,Noah Ernst
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Timur Ender,Candace Avalos,David Linn,Joe Allen,Steph Routh,
Candace Avalos,Terrence Hayes,Steph Routh,Michael (Mike) Sands,Noah Ernst,Loretta Smith
David Linn,Candace Avalos,Loretta Smith,Terrence Hayes,Joe Furi,Doug Clove
Loretta Smith,Steph Routh,Candace Avalos,Terrence Hayes,Cayle Tern,Deian Salazar
Steph Routh,Jamie Dunphy,Candace Avalos,Loretta Smith,Timur Ender,Terrence Hayes
Timur Ender,,,,,
Timur Ender,Candace Avalos,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy
Joe Furi,Michael (Mike) Sands,,,,
Timur Ender,Loretta Smith,,,,
Terrence Hayes,Jamie Dunphy,Peggy Sue Owens,,,
Candace Avalos,Peggy Sue Owens,Loretta Smith,Steph Routh,Terrence Hayes,David Linn
Timur Ender,Candace Avalos,Deian Salazar,Jamie Dunphy,Terrence Hayes,Loretta Smith
Michael (Mike) Sands,Loretta Smith,Doug Clove,,,
Noah Ernst,Terrence Hayes,,,,
Peggy Sue Owens,Timur Ender,Joe Allen,Doug Clove,Michael (Mike) Sands,Loretta Smith
Write-in-122,,,,,
Terrence Hayes,Noah Ernst,Loretta Smith,,,
Terrence Hayes,Noah Ernst,,,,
Loretta Smith,,,,,
Joe Allen,,,,,
Doug Clove,Michael (Mike) Sands,Deian Salazar,Noah Ernst,Timur Ender,Terrence Hayes
David Linn,Joe Furi,Noah Ernst,Candace Avalos,Write-in-121,Peggy Sue Owens
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith
Timur Ender,Loretta Smith,Jamie Dunphy,Steph Routh,Candace Avalos,David Linn
Loretta Smith,Terrence Hayes,Candace Avalos,,,
Candace Avalos,Jamie Dunphy,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Noah Ernst,Loretta Smith
Terrence Hayes,Loretta Smith,Timur Ender,Candace Avalos,Joe Furi,
Candace Avalos,Deian Salazar,Cayle Tern,,,
Candace Avalos,Timur Ender,Cayle Tern,Jamie Dunphy,,
Noah Ernst,,,,,
Steph Routh,,,,,
Timur Ender,Terrence Hayes,,,,
Steph Routh,,,,,
